page,selector,sample_text,px,weight,is_large_text,threshold,fg,bg_sampled,ratio,verdict,method
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.wrap>div.testi-mq.r>button.testi-mq__btn.testi-mq__btn--right>span,›,25.6,400,True,3.0,"rgb(181,102,61)","rgb(245,241,233)",3.779,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__viewport>div.testi-mq__track>figure.tmq>blockquote.tmq__q,"שימו לב, זה לא פוסט פרגון, זה פוסט המלצה. כמו רבים",17,400,False,4.5,"rgb(47,32,19)","rgb(255,255,255)",15.708,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__track>figure.tmq>figcaption.tmq__n>a.tmq__nl,שירי אלקבץ,12.24,500,False,4.5,"rgb(154,79,43)","rgb(255,255,255)",5.954,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__viewport>div.testi-mq__track>figure.tmq>blockquote.tmq__q,מליון מילים לא יספיקו לתאר את אייל. מה שאני לומדת ,17,400,False,4.5,"rgb(47,32,19)","rgb(255,255,255)",15.708,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__track>figure.tmq>figcaption.tmq__n>a.tmq__nl,נוית צוף שטראוס,12.24,500,False,4.5,"rgb(154,79,43)","rgb(255,255,255)",5.954,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__viewport>div.testi-mq__track>figure.tmq>blockquote.tmq__q,זו כנראה המתנה הכי טובה שנתתי לעצמי. הנשימה נפתחת ,17,400,False,4.5,"rgb(47,32,19)","rgb(255,255,255)",15.708,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__track>figure.tmq>figcaption.tmq__n>a.tmq__nl,ענת קרמנר ויינשטיין,12.24,500,False,4.5,"rgb(154,79,43)","rgb(255,255,255)",5.954,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__viewport>div.testi-mq__track>figure.tmq>blockquote.tmq__q,אייל עמית הציל אותנו ובזכותו חזרנו לנשום. סופר מקצ,17,400,False,4.5,"rgb(47,32,19)","rgb(239,234,225)",13.11,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.testi-mq__track>figure.tmq>figcaption.tmq__n>a.tmq__nl,חיה עזריה,12.24,500,False,4.5,"rgb(154,79,43)","rgb(239,234,225)",4.969,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.wrap>div.testi-mq.r>button.testi-mq__btn.testi-mq__btn--left>span,‹,25.6,400,True,3.0,"rgb(181,102,61)","rgb(255,255,250)",4.244,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,main.chapters-main>section.ea-faq-list.ea-faq-list--view-only>div.ea-faq-list__inner>h2.h2.r,שאלות נפוצות,24.65,400,True,3.0,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,אי אפשר פשוט ללמוד לנשום לבד?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,השאלה הזו יכולה להתייחס לשני דברים שונים: נשימה יו,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"אפשר לשים לב לנשימה, אבל לרוב קשה לראות לבד מה באמ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"הדיג׳רידו והליווי האישי יוצרים מסגרת ברורה, שמאפשר",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,איך נראה מפגש טיפולי?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"המפגש הוא אישי, אחד על אחד.",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,במהלך המפגש לומדים בהדרגה איך לעבוד עם הנשימה דרך ,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"זה לא שיעור נגינה רגיל, אלא תהליך שמכוון להשפעה על",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p>a,השיטה - cbDIDG,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,במה זה שונה מטיפולי נשימה אחרים?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,יש הרבה דרכים לעבוד עם נשימה.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"הייחוד כאן הוא בשילוב בין כלי פיזי, צליל ותהליך למ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"טכניקת הנשימה המעגלית בדיג'רידו מחייבת דיוק, תזמון",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"בנוסף, העבודה עם הדיג'רידו היא חווייתית ומעניינת, ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם דיג'רידו באמת עוזר לנחירות?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"מחקרים, ובהם מחקר מבוקר ב-BMJ (2006), מצביעים על כ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לקריאה נוספת אודות נחירות ודום נשימה בשינה: גישה ט,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p>a.tlink,עמוד נחירות ודום נשימה,17,300,False,4.5,"rgb(154,79,43)","rgb(255,255,250)",5.936,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם דיג'רידו מחליף מכשיר CPAP?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"לא. CPAP הוא טיפול רפואי שנקבע ע""י רופא. תרגול בדי",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לקריאה נוספת אודות נחירות ודום נשימה בשינה: גישה ט,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p>a.tlink,עמוד נחירות ודום נשימה,17,300,False,4.5,"rgb(154,79,43)","rgb(255,255,250)",5.936,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם זה טיפול רפואי?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לא.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"העבודה אינה תחליף לטיפול רפואי, ואינה מוצגת ככזו.",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"עם זאת, אנשים רבים מגיעים מתוך מצבים שונים שקשורים",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם זה מתאים גם למי שכבר מכיר נשימה מעגלית?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,יש הבדל בין נשימה מעגלית ריברסינג לבין נשימה מעגלי,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p>a,ריברסינג,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"בנשימה מעגלית ריברסינג, מדובר בתרגול נשימתי רציף, ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"בנשימה מעגלית בדיג'רידו, מדובר בטכניקה פיזית שונה ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,"האם זה מתאים גם למי שלא ""מחובר לעולם הזה""?",17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,כן.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"אין צורך ברקע, אמונה או גישה מסוימת. העבודה היא פש",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,אל המרכז לטיפול בדיג'רידו מגיעים אנשים מכל קצוות ה,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,הנשימה היא לכולם.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם זה מתאים לדום נשימה חמור?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,דום נשימה חמור מחייב מעקב רפואי וטיפול ייעודי. העב,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לקריאה נוספת אודות נחירות ודום נשימה בשינה: גישה ט,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p>a.tlink,עמוד נחירות ודום נשימה,17,300,False,4.5,"rgb(154,79,43)","rgb(255,255,250)",5.936,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם זה מתאים למי שמתמודד עם סטרס או עומס?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"כן, במקרים רבים אנשים מגיעים בדיוק מהמקום הזה.",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"העבודה עם הנשימה יכולה לעזור לייצב ולהרגיע, אבל הי",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם צריך לתרגל גם בין המפגשים?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,כן.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"התרגול בין המפגשים הוא חלק חשוב מהתהליך, ושם הרבה ",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,האם צריך ניסיון קודם בנגינה?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לא.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"העבודה מתחילה מהבסיס, ואין צורך בידע קודם.",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,לומדים בהדרגה גם את הנגינה וגם את העבודה עם הנשימה,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,כמה זמן לוקח לראות שינוי?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,זה לא תהליך של מפגש אחד.,17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"העבודה מבוססת על תרגול והתמדה, וההשפעה נבנית לאורך",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>div.ea-faq-item__answer>p,"רבים מדווחים על שינוי כבר בשלבים הראשונים, אבל המש",17,300,False,4.5,"rgb(138,90,68)","rgb(255,255,250)",5.773,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
https://eyalamit-co-il-2026.s887.upress.link/treatment/,div.ea-faq-category>details.ea-faq-item.ea-entrance>summary.ea-faq-item__question>h3.ea-faq-item__question-h,כמה זמן נמשך התהליך?,17,500,False,4.5,"rgb(47,32,19)","rgb(255,255,250)",15.661,PASS,"backdrop-only screenshot (text ink hidden via color:transparent), 4x4 grid sample per element, darkest-vs-lightest kept, WCAG relative-luminance ratio against the worse extreme"
